商品No,製品名,形状,サイズ(g),入数,単価,1c/s単価,2c/s単価,3c/s単価,4c/s単価,タイプabc
365301,M,モッチリーニ 2.2mm,80,64,64,4080,3840,3733,0,プレーン
365302,M,モッチリーニ 2.2mm,90,60,68,4080,3840,3733,0,プレーン
365303,M,モッチリーニ 2.2mm,100,56,73,4080,3840,3733,0,プレーン
365304,M,モッチリーニ 2.2mm,110,52,79,4080,3840,3733,0,プレーン
365305,M,モッチリーニ 2.2mm,120,48,85,4080,3840,3733,0,プレーン
365306,M,モッチリーニ 2.2mm,130,45,91,4080,3840,3733,0,プレーン
365307,M,モッチリーニ 2.2mm,140,42,98,4080,3840,3733,0,プレーン
365308,M,モッチリーニ 2.2mm,150,40,102,4080,3840,3733,0,プレーン
365317,M,モッチリーニ 2.2mm,100,2,0,0,0,0,0,サンプル
365319,M,モッチリーニ 2.2mm,100,80,0,5180,4955,4900,4700,特注品
365320,M,モッチリーニ 2.2mm,80,100,0,5180,4955,4900,4700,特注品
365321,M,モッチリーニ 2.2mm,1000,8,0,0,0,0,0,特注品
365322,M,モッチリーニ 2.2mm,150,54,0,5278,5049,4993,4789,特注品
365323,M,モッチリーニ 2.2mm,130,60,0,0,0,0,0,特注品
365324,M,モッチリーニ 2.2mm,120,66,0,5180,4955,4900,4700,特注品
365325,M,モッチリーニ 2.2mm,140,60,0,0,0,4935,0,特注品
365409,M,フェッチーノ 1.2×6.5mm,80,64,64,4080,3840,3733,0,プレーン
365410,M,フェッチーノ 1.2×6.5mm,90,60,68,4080,3840,3733,0,プレーン
365411,M,フェッチーノ 1.2×6.5mm,100,56,73,4080,3840,3733,0,プレーン
365412,M,フェッチーノ 1.2×6.5mm,110,52,79,4080,3840,3733,0,プレーン
365413,M,フェッチーノ 1.2×6.5mm,120,48,85,4080,3840,3733,0,プレーン
365414,M,フェッチーノ 1.2×6.5mm,130,45,91,4080,3840,3733,0,プレーン
365415,M,フェッチーノ 1.2×6.5mm,140,42,98,4080,3840,3733,0,プレーン
365416,M,フェッチーノ 1.2×6.5mm,150,40,102,4080,3840,3733,0,プレーン
365418,M,フェッチーノ 1.2×6.5mm,100,2,0,0,0,0,0,サンプル
367019,M,モッチリーニ（DD）,130,128,0,0,0,0,0,特注品
375602,X,カネストリ,1000,5,816,4080,3840,3733,3600,プレーン
375603,X,カネストリ,80,1,73,0,0,0,0,特注品
375614,X,カネストリ,80,2,0,0,0,0,0,サンプル
375703,X,クレステリガーテ,1000,5,816,4080,3840,3733,3600,プレーン
375704,X,クレステリガーテ,80,1,73,0,0,0,0,特注品
375715,X,クレステリガーテ,80,2,0,0,0,0,0,サンプル
375804,X,クルヴィリガーテ,1000,5,816,4080,3840,3733,3600,プレーン
375805,X,クルヴィリガーテ,80,1,73,0,0,0,0,特注品
375816,X,クルヴィリガーテ,80,2,0,0,0,0,0,サンプル
375905,X,トレッチェ,1000,5,816,4080,3840,3733,3600,プレーン
375906,X,トレッチェ,80,1,73,0,0,0,0,特注品
375917,X,トレッチェ,80,2,0,0,0,0,0,サンプル
376006,X,トロットレ,1000,5,816,4080,3840,3733,3600,プレーン
376007,X,トロットレ,80,1,73,0,0,0,0,特注品
376018,X,トロットレ,80,2,0,0,0,0,0,サンプル
376042,X,トロットレ,1000,5,0,0,0,0,0,特注品
376102,X,カザレッチェ,80,1,73,0,0,0,0,特注品
376108,X,カザレッチェ,1000,5,816,4080,3840,3733,3600,プレーン
376119,X,カザレッチェ,80,2,0,0,0,0,0,サンプル
376202,X,フジッリ,80,1,73,0,0,0,0,特注品
376209,X,フジッリ,1000,5,816,4080,3840,3733,3600,プレーン
376220,X,フジッリ,80,2,0,0,0,0,0,サンプル
376302,X,コンキリエ１,80,1,73,0,0,0,0,特注品
376310,X,コンキリエ１,1000,5,816,4080,3840,3733,3600,プレーン
376321,X,コンキリエ１,80,2,0,0,0,0,0,サンプル
376402,X,コンキリエ２,80,1,73,0,0,0,0,特注品
376411,X,コンキリエ２,1000,5,816,4080,3840,3733,3600,プレーン
376422,X,コンキリエ２,80,2,0,0,0,0,0,サンプル
376511,X,リッシェマファルディーネ　,80,1,73,0,0,0,0,特注品
376512,X,リッシェマファルディーネ　,1000,5,816,4080,3840,3733,3600,プレーン
376523,X,リッシェマファルディーネ　,80,2,0,0,0,0,0,サンプル
376601,X,フレーグラ,80,1,0,0,0,0,0,特注品
376613,X,フレーグラ,1000,5,816,4080,3840,3733,3600,プレーン
376624,X,フレーグラ,80,2,0,0,0,0,0,サンプル
377440,X,ラディアットリ,80,2,0,0,0,0,0,サンプル
377441,X,ラディアットリ,1000,5,816,4080,3840,3733,3600,プレーン
377442,X,ラディアットリ,80,1,0,0,0,0,0,特注品
377701,X,S12種セット,1,24,0,0,0,0,0,サンプル
386801,O　,O型パスタ,80,64,64,0,0,0,0,プレーン
386802,O　,O型パスタ,90,60,68,0,0,0,0,プレーン
386803,O　,O型パスタ,100,56,73,0,0,0,0,プレーン
386804,O　,O型パスタ,110,52,79,0,0,0,0,プレーン
386805,O　,O型パスタ,120,48,85,0,0,0,0,プレーン
386806,O　,O型パスタ,130,45,91,0,0,0,0,プレーン
386807,O　,O型パスタ,140,42,98,0,0,0,0,プレーン
386808,O　,O型パスタ,150,40,102,0,0,0,0,プレーン
386809,O　,O型パスタ,100,2,0,0,0,0,0,サンプル
387514,O　,Ｏ型（印字有）,100,56,0,0,0,0,0,特注品
387810,O　,O型パスタ(袋なし),130,60,0,0,0,0,0,特注品
387811,O　,O型パスタ(袋なし),100,80,0,0,0,0,0,特注品
387812,O　,O型パスタ(袋なし),120,66,0,0,0,0,0,特注品
387813,O　,O型パスタ(袋なし),90,88,0,0,0,0,0,特注品
390111,米粉パスタ,タリアテッレ,80,64,0,0,5880,0,0,特注品
390112,米粉パスタ,タリアテッレ,100,2,0,0,0,0,0,サンプル
390113,米粉パスタ,タリアテッレ,90,60,0,0,5880,0,0,特注品
390114,米粉パスタ,タリアテッレ,100,56,105,5880,5880,5880,5880,特注品
390115,米粉パスタ,タリアテッレ,110,52,0,0,5880,0,0,特注品
390116,米粉パスタ,タリアテッレ,120,48,123,0,5880,0,0,特注品
390117,米粉パスタ,タリアテッレ,130,45,0,0,5880,0,0,特注品
390118,米粉パスタ,タリアテッレ,140,42,0,0,5880,0,0,特注品
390119,米粉パスタ,タリアテッレ,150,40,0,0,5880,0,0,特注品
390138,米粉パスタ,タリアテッレ,100,56,105,5880,5880,5880,5880,カラー
390220,米粉パスタ,フェットチーネ,80,64,0,0,5880,0,0,特注品
390221,米粉パスタ,フェットチーネ,90,60,0,0,5880,0,0,特注品
390222,米粉パスタ,フェットチーネ,100,56,0,0,5880,0,0,特注品
390223,米粉パスタ,フェットチーネ,110,52,0,0,5880,0,0,特注品
390224,米粉パスタ,フェットチーネ,120,48,0,0,5880,0,0,特注品
390225,米粉パスタ,フェットチーネ,130,45,0,0,5880,0,0,特注品
390226,米粉パスタ,フェットチーネ,140,42,0,0,5880,0,0,特注品
390227,米粉パスタ,フェットチーネ,150,40,0,0,5880,0,0,特注品
390228,米粉パスタ,フェットチーネ,100,2,0,0,0,0,0,サンプル
390329,米粉パスタ,タリオリーニ,100,2,0,0,0,0,0,サンプル
390330,米粉パスタ,タリオリーニ,80,64,0,0,5880,0,0,特注品
390331,米粉パスタ,タリオリーニ,90,60,0,0,5880,0,0,特注品
390332,米粉パスタ,タリオリーニ,100,56,0,0,5880,0,0,特注品
390333,米粉パスタ,タリオリーニ,110,52,0,0,5880,0,0,特注品
390334,米粉パスタ,タリオリーニ,120,48,0,0,5880,0,0,特注品
390335,米粉パスタ,タリオリーニ,130,45,0,0,5880,0,0,特注品
390336,米粉パスタ,タリオリーニ,140,42,0,0,5880,0,0,特注品
390337,米粉パスタ,タリオリーニ,150,40,0,0,5880,0,0,特注品
400111,ローカーボ,タリアテッレ,100,2,0,0,0,0,0,サンプル
400112,ローカーボ,タリアテッレ,80,64,0,0,6440,6440,6440,特注品
400116,ローカーボ,タリアテッレ,130,45,0,0,6440,6440,6440,特注品
400117,ローカーボ,タリアテッレ,100,56,115,6440,6440,6440,6440,特注品
400118,ローカーボ,タリアテッレ,90,60,0,0,0,0,0,特注品
400119,ローカーボ,タリアテッレ,120,48,0,0,6440,0,0,特注品
400124,ローカーボ,タリアテッレ,100,56,115,6440,6440,6440,6440,カラー
400127,ローカーボ,タリアテッレ,130,50,0,0,0,0,0,特注品
400319,ローカーボ,タリオリーニ,90,60,0,0,6440,6440,6440,特注品
400320,ローカーボ,タリオリーニ,100,56,0,0,6440,6440,6440,特注品
400321,ローカーボ,タリオリーニ,130,45,0,0,6440,6440,0,特注品
400323,ローカーボ,タリオリーニ,110,52,0,0,6440,6440,6440,特注品
400422,ローカーボ,キタッラ,200,28,0,0,0,0,0,特注品
402415,ローカーボ,リガトーニ,1000,5,0,6250,6250,6250,6250,特注品
402728,ローカーボ,タリアテッレ　50個,130,50,0,0,0,0,0,特注品
408113,ローカーボ,タリアテッレ(袋なし),1000,8,0,0,0,0,0,特注品
408214,ローカーボ,キタッラ(袋なし),1000,8,0,0,0,0,0,特注品
410103,島komugi(R),タリアテッレ,100,56,0,0,8960,8960,8960,カラー
410104,島komugi(R),タリアテッレ,110,52,0,0,8960,8960,8960,カラー
410105,島komugi(R),タリアテッレ,120,48,0,0,8960,8960,8960,カラー
410106,島komugi(R),タリアテッレ,130,45,0,0,8960,8960,8960,カラー
410107,島komugi(R),タリアテッレ,140,42,0,0,8960,8960,8960,カラー
410108,島komugi(R),タリアテッレ,150,45,0,0,8960,8960,8960,カラー
410109,島komugi(R),タリアテッレ,80,64,0,0,8960,8960,8960,カラー
410110,島komugi(R),タリアテッレ,90,60,0,0,8960,8960,8960,カラー
410212,島komugi(R),フェットチーネ,80,64,0,0,8960,8960,8960,カラー
410213,島komugi(R),フェットチーネ,90,60,0,0,8960,8960,8960,カラー
410214,島komugi(R),フェットチーネ,100,56,0,0,8960,8960,8960,カラー
410215,島komugi(R),フェットチーネ,110,52,0,0,8960,8960,8960,カラー
410216,島komugi(R),フェットチーネ,120,48,0,0,8960,8960,8960,カラー
410217,島komugi(R),フェットチーネ,130,45,0,0,8960,8960,8960,カラー
410218,島komugi(R),フェットチーネ,140,42,0,0,8960,8960,8960,カラー
410219,島komugi(R),フェットチーネ,150,40,0,0,8960,8960,8960,カラー
410320,島komugi(R),タリオリーニ,80,64,0,0,8960,8960,8960,カラー
410321,島komugi(R),タリオリーニ,90,60,0,0,8960,8960,8960,カラー
410322,島komugi(R),タリオリーニ,100,56,0,0,8960,8960,8960,カラー
410323,島komugi(R),タリオリーニ,110,52,0,0,8960,8960,8960,カラー
410324,島komugi(R),タリオリーニ,120,48,0,0,8960,8960,8960,カラー
410401,島komugi(R),キタッラ,200,28,320,8960,8960,8960,8960,カラー
410402,島komugi(R),キタッラ,200,1,0,0,0,0,0,サンプル
410411,島komugi(R),キタッラ,240,24,0,0,8960,8960,8960,カラー
422311,島komugi(押),スパゲッティ2.0,120,48,0,0,8960,8960,8960,カラー
422402,島komugi(押),リガトーニ,80,56,160,8960,8960,8960,0,カラー
422404,島komugi(押),リガトーニ,80,1,0,0,0,0,0,サンプル
422405,島komugi(押),リガトーニ,100,48,0,0,8960,8960,8960,カラー
422406,島komugi(押),リガトーニ,1000,5,0,0,8960,8960,8960,カラー
422412,島komugi(押),リガトーニ,100,48,187,0,0,0,0,特注品
423001,島komugi(押),リングイネ3×1.5,100,56,160,8960,8960,8960,8960,カラー
423003,島komugi(押),リングイネ3×1.5,100,1,0,0,0,0,0,サンプル
423007,島komugi(押),リングイネ3×1.5,80,64,0,0,8960,8960,8960,カラー
423008,島komugi(押),リングイネ3×1.5,90,60,0,0,8960,8960,8960,カラー
423009,島komugi(押),リングイネ3×1.5,110,52,0,0,8960,8960,8960,カラー
423010,島komugi(押),リングイネ3×1.5,120,48,0,0,8960,8960,8960,カラー
427613,島komugi(押),30％　リングイネ,120,48,0,0,0,0,0,特注品
433011,全粒粉パスタ,リングイネ3×1.5,80,64,0,0,0,0,23323,特注品
433012,全粒粉パスタ,リングイネ3×1.5,160,37,0,0,12244,0,0,特注品
809991,トマトソース　1kg,だし・ソース,1000,1,750,0,0,0,0,"出汁,ｿｰｽ"
809992,トマトソース　1kg,だし・ソース,1000,1,0,0,0,0,0,サンプル
819901,海老のクリュスタッセ　1kg,だし・ソース,1000,1,1750,0,0,0,0,"出汁,ｿｰｽ"
819902,海老のクリュスタッセ　1kg,だし・ソース,1000,1,0,0,0,0,0,サンプル
829901,ボロネーゼ　1kg,だし・ソース,1000,1,1630,0,0,0,0,"出汁,ｿｰｽ"
829902,ボロネーゼ　1kg,だし・ソース,1000,1,0,0,0,0,0,サンプル
839901,オイルサーディン　900g（15尾）,だし・ソース,900,1,1020,0,0,0,0,"出汁,ｿｰｽ"
839902,オイルサーディン　900g（15尾）,だし・ソース,900,1,0,0,0,0,0,サンプル
849901,万能ダシ,だし・ソース,500,1,300,0,0,0,0,"出汁,ｿｰｽ"
849902,万能ダシ,だし・ソース,1000,1,550,0,0,0,0,"出汁,ｿｰｽ"
849903,万能ダシ,だし・ソース,100,1,0,0,0,0,0,サンプル
859901,ブロード,だし・ソース,1000,1,550,0,0,0,0,"出汁,ｿｰｽ"
859902,ブロード,だし・ソース,100,1,0,0,0,0,0,サンプル
869901,個）トマトソース　170g,だし・ソース,170,1,150,0,0,0,0,"出汁,ｿｰｽ"
869902,個）トマトソース　170g,だし・ソース,170,1,0,0,0,0,0,サンプル
879901,個）海老クリーム　230g,だし・ソース,230,1,260,0,0,0,0,"出汁,ｿｰｽ"
879902,個）海老クリーム　230g,だし・ソース,230,1,0,0,0,0,0,サンプル
889901,個）ボロネーゼ　160g,だし・ソース,160,1,260,0,0,0,0,"出汁,ｿｰｽ"
889902,個）ボロネーゼ　160g,だし・ソース,160,1,0,0,0,0,0,サンプル
899901,送料（小）,だし・ソース,1,1,597,0,0,0,0,"出汁,ｿｰｽ"
909901,送料（中）,だし・ソース,1,1,685,0,0,0,0,"出汁,ｿｰｽ"
919901,送料（大）,だし・ソース,1,1,834,0,0,0,0,"出汁,ｿｰｽ"
929901,送料（大２）,だし・ソース,1,1,1123,0,0,0,0,"出汁,ｿｰｽ"
939881,サンプル,代金,1,1,500,0,0,0,0,サンプル
